# Profile data generated by Devel::NYTProf::Reader
# Version: v5.06
# More information at http://search.cpan.org/dist/Devel-NYTProf/
# Format: time,calls,time/call,code
0.000000,0,0.000000,package Eval::Closure::Sandbox_135;
0.000000,0,0.000000,sub {
0.000000,0,0.000000,sub {
0.000000,0,0.000000,if (@_ > 1) {
0.000000,0,0.000000,Carp::confess "Cannot assign a value to a read-only accessor";
0.000000,0,0.000000,}
0.000000,0,0.000000,$_[0]->{"handles"};
0.000000,0,0.000000,}
0.000013,2,0.000007,}
0.000000,0,0.000000,;
